22656,6558
29407,2525
157882,2492
6309,1812
23354,1762
115145,1422
34397,1347
100297,1327
61974,1100
13249,1062
14860,974
17034,966
106224,937
23283,927
893,883
95810,873
88656,871
13302,871
70604,823
20862,804
65358,800
203907,775
157247,774
18393,773
224671,754
5445,751
190597,716
151292,712
187606,702
33708,697
34509,673
1968,658
31671,655
19068,642
4653,637
218196,623
21234,619
1583,596
505088,586
4639,582
12950,574
279627,572
39677,565
276052,559
367273,558
479863,558
53114,551
12597,535
571407,535
179736,526
413501,525
596781,520
9021,520
15168,516
149392,512
501557,504
138475,503
34211,502
335858,500
65387,495
18936,487
50079,482
19563,481
3153,476
104891,473
938089,471
1187415,471
11236,467
605744,463
16417,457
34537,457
415784,452
139010,452
49153,451
1288,449
84201,447
73070,447
77567,445
276101,443
3043,442
117700,440
405017,438
267,437
166749,436
55159,432
69083,420
73226,420
263525,418
139985,416
148870,415
2648,411
104349,407
44330,407
24874,399
208809,399
57695,398
48523,397
20860,396
115730,395
40342,395
476,388
139459,388
222908,387
53013,386
54680,386
149080,385
28804,385
143305,382
27535,381
9530,374
10661,371
47773,370
147601,368
129570,367
98713,365
16883,365
34088,365
227665,364
135152,361
939860,361
12711,359
94197,357
298479,356
179910,355
247243,353
260127,353
48082,353
1271826,351
103154,350
87234,348
16076,347
18771,346
14343,346
137350,343
113716,343
70393,342
130015,341
16940,340
51816,339
560648,339
14955,339
182668,338
4279,338
829571,338
54964,337
63051,336
215945,335
19679,334
39321,333
28169,332
3834,331
48465,329
91,328
734069,324
46642,324
243782,320
57428,319
341994,319
284240,314
521799,314
342852,314
615,313
541686,312
263693,311
96100,310
24181,308
15055,308
878126,307
325418,307
68587,306
19875,305
464709,305
83805,302
84651,302
2988,302
5380,302
45914,302
244296,302
270591,301
376947,300
673730,298
187690,298
13005,298
89771,297
223092,297
292291,297
126042,295
242933,295
816620,294
145190,294
2147,292
187141,292
20654,291
250259,289
41661,289
76217,286
114251,285
95944,284
582,283
526535,282
13,281
6782,281
4668,280
419970,280
366904,279
325565,279
541091,278
405015,278
119963,278
220819,278
75500,278
143378,278
491243,278
16241,274
1348195,272
5190,272
75170,272
452307,271
256196,271
3474,270
105929,270
165673,269
116908,268
63235,268
260990,267
61305,266
35070,266
30674,265
37213,265
1259510,265
20670,263
1418796,263
126014,262
251311,261
315935,261
72437,261
771848,260
69755,260
87015,260
17174,260
16853,259
85371,257
438154,257
602276,257
872395,256
204847,256
3333,255
434051,255
123527,255
114066,255
8741,254
33213,253
252000,253
21886,253
91299,253
155196,252
40521,252
594420,252
748858,251
3171,250
283055,250
3681880,250
62082,250
99834,249
379235,249
8206,249
41021,249
44084,249
31610,249
572,248
508127,248
41543,248
6521,248
379008,247
401025,247
55847,247
114029,247
5056,246
26428,246
68183,245
1932150,245
507674,242
707111,241
922184,241
1221571,241
535871,241
126769,240
103167,240
47529,240
330315,240
429377,239
13913,239
7412,239
4376,239
6068,238
9990,238
487339,238
104015,237
25646,236
9951,236
247533,236
1048572,236
118068,235
23528,235
1090562,235
12960,235
635608,235
24545,235
172861,234
342235,234
359862,234
67,233
1228,233
1708801,233
895245,233
50742,231
464744,231
68571,231
859154,231
13531,231
116,230
20128,230
36590,230
116862,230
14065,229
130758,229
419,228
50552,227
707381,227
253056,227
417562,227
98117,227
400861,226
125816,226
745,225
1114,225
102937,225
398670,225
1679863,225
424300,225
82548,224
2598,224
741099,224
496949,224
1386886,224
224922,224
46011,224
445131,222
284795,222
141172,222
93468,221
576911,220
1011995,220
12855,220
2225682,220
149482,219
514749,219
961113,219
324364,219
242769,219
367456,218
257022,218
1240268,218
164299,217
4249,217
661519,217
97337,217
17160,216
469935,216
135786,216
143030,216
1965,215
41956,215
206446,215
7714,214
82187,213
485743,213
33690,212
429846,212
500104,212
248237,212
113124,212
2915,211
93966,211
78374,211
213269,210
33518,210
82294,210
224988,210
334519,210
44389,209
51649,209
192247,209
14731,209
75642,208
238134,207
69742,207
71522,207
93623,207
87698,207
82320,206
105570,206
338665,206
383759,205
790695,205
216074,204
413225,204
56338,204
10397,204
197606,203
246776,203
716216,203
302677,203
47281,203
229044,203
114916,202
825568,202
62076,202
9382,201
14637,201
165520,200
458193,200
39430,200
271616,200
846892,200
324584,200
245549,200
329769,199
13627,199
1463,198
908494,198
356635,198
112100,198
426671,197
265143,197
827263,197
89391,197
17516,196
497356,196
41071,196
321697,196
146780,196
379693,195
52738,195
134633,195
5987,195
8047,195
1175,194
38360,194
41360,194
714501,194
470005,194
852828,193
497418,193
42636,193
174728,193
198729,192
64334,192
33732,191
1084,191
69803,191
597657,191
206403,191
144695,191
980833,191
326389,191
379897,190
23368,190
32914,189
184046,189
63756,189
17279,188
50476,188
19299,188
21574,188
23199,188
155077,188
631619,188
62553,188
226897,188
425275,188
214010,187
661933,187
15245,187
565968,186
88597,186
601179,186
572644,186
172637,186
905,185
464988,185
36723,185
22996,185
286802,185
111307,185
146857,185
811,184
36305,184
17744,183
365251,183
7586,183
156458,183
1226963,183
19410,182
282848,182
135589,182
370103,182
75525,182
1659,181
36565,181
298575,181
40347,181
144424,181
197229,180
1695,180
72583,180
56285,180
78182,180
1902010,179
6461,179
40106,179
140719,179
192910,179
47738,179
82368,179
19750,178
20713,178
140740,178
76337,178
60628,178
32484,178
17172,177
51197,177
101258,177
463785,177
111665,177
153982,177
23072,177
171456,177
173520,177
83,176
492405,176
60761,176
18511,175
454049,175
4872,175
5441,175
486578,175
457406,175
147192,175
234,174
99923,174
157027,174
100516,174
4883,174
43907,174
1694,173
165737,173
249991,173
352552,173
108869,173
340760,173
46058,173
193619,173
113570,173
58394,172
3560,172
5274,172
59303,172
321946,172
28004,172
111335,172
470184,172
157360,171
67606,171
165495,170
267887,170
280244,170
221023,170
91671,170
318425,170
19635,169
85785,169
4086,169
561731,169
11333,169
46297,169
508377,168
869736,168
169992,168
7850,168
163053,168
196561,168
1983854,167
522444,167
412770,167
463304,167
546730,167
25068,167
500584,167
26457,167
15498,167
112968,167
47633,167
57159,167
1427416,166
250260,166
298624,166
44852,166
895174,166
6509,166
981959,166
179850,166
1366033,165
38206,165
548225,165
9204,165
190822,165
13552,165
348545,164
24587,164
501250,164
34218,164
520957,164
49485,163
1001643,163
183172,163
316469,163
74118,163
1385941,163
223367,163
142162,163
995876,163
438992,163
97160,163
1450,162
2635,162
1002260,162
134713,162
383861,162
844882,162
651174,162
30461,162
87399,161
6694,161
56541,161
40516,161
1270695,161
251153,161
1903116,160
298661,160
24396,160
352765,160
27423,160
1159478,160
12870,160
3191,159
1155209,159
220180,159
93448,159
21239,159
13009,159
128967,159
131368,158
369,158
392,158
1190,158
1630,158
2140,158
397991,158
135978,158
274627,158
84539,158
1338292,157
133802,157
84889,157
350087,157
200477,157
201359,157
283296,157
147019,157
26188,157
522663,157
965051,157
15124,157
240337,156
362536,156
216431,156
266795,156
4725,156
172350,156
174614,156
1782465,156
112671,156
131527,155
132047,155
119280,155
267269,155
22076,155
55075,155
449449,155
498624,155
121993,155
41116,155
654031,155
950147,155
223386,155
414076,155
196919,155
1942,154
674039,154
1855677,154
20972,154
153285,154
467105,154
74314,154
140750,154
634824,154
492336,153
89806,153
8446,153
90691,153
632951,153
552067,153
49018,153
70386,152
264697,152
129001,152
113141,152
1009603,152
67405,152
454533,152
45664,152
113962,152
65696,151
772035,151
200291,151
69802,151
168225,151
37947,151
1119701,151
89266,151
23903,151
13792,151
15537,151
83905,150
232707,150
905093,150
6148,150
23649,150
189205,150
42595,150
92153,150
453596,150
128165,150
2766176,150
244128,150
97688,150
82474,149
740,149
2443,149
20774,149
385378,149
246342,149
9611,149
63761,149
33686,148
123109,148
198128,148
871050,148
3827,148
54420,148
267831,148
1103872,148
122536,148
2680216,148
567292,148
60188,148
60261,148
96656,148
1097181,148
541136,147
1542290,147
396458,147
1249581,147
23643,147
15541,147
115,146
383,146
82609,146
1343,146
314488,146
762073,146
176769,146
372643,146
341251,146
440558,146
1196,145
18747,145
35364,145
437039,145
90848,145
123671,145
9266,145
181771,145
207421,145
10897,145
193688,145
603744,145
33080,144
65863,144
1000343,144
19212,144
7595,144
174261,144
151937,144
125380,144
163394,144
100754,143
559784,143
428790,143
20400,143
348785,143
365814,143
382818,143
268733,143
303477,143
123582,143
191596,143
16511,142
194,142
20394,142
561309,142
263004,142
119895,142
121747,142
8815,142
320615,142
984621,142
157237,142
140937,142
60096,142
77779,142
37751,142
1144035,142
327402,142
18103,141
1831,141
18309,141
26349,141
39709,141
12243,141
74022,141
120955,141
58808,141
190277,141
60711,141
171461,141
13430,141
179855,141
14606,141
802050,141
7432,140
20578,140
189179,140
191463,140
82156,139
304,139
576875,139
5486,139
20126,139
155137,139
1333873,139
680398,139
136141,139
107409,139
1631379,139
140765,139
783119,139
94813,139
30453,139
166339,138
445517,138
1707091,138
135946,138
87189,138
234938,138
345031,138
383148,138
42024,138
1285133,138
122718,138
8655,138
59198,138
27009,138
247542,138
357024,138
40882,138
33006,137
1357341,137
1786,137
35092,137
493939,137
314166,137
478144,137
87152,137
138304,137
356387,137
67063,137
1715579,137
29995,137
111988,136
128421,136
66226,136
198707,136
477878,136
413127,136
365298,136
90801,136
110204,136
356849,136
211563,136
616700,136
508666,135
813,135
967484,135
2016562,135
67153,135
150634,135
675383,135
2069064,135
185593,135
384706,135
76701,135
11410,135
126214,135
978917,135
127724,135
97828,135
1001985,134
19746,134
3848,134
299924,134
6440,134
286871,134
304151,134
12725,134
81800,134
575376,134
1203556,134
103264,134
13508,134
112355,134
653856,134
29,133
589924,133
16587,133
247265,133
265521,133
69545,133
164216,133
72631,133
417872,133
418556,133
189950,133
26210,133
305644,133
326849,133
1269037,133
127320,133
177883,133
1676363,133
16102,133
536,132
1053,132
35690,132
133374,132
209512,132
68507,132
3957,132
80002,132
219743,132
217408,132
47775,132
519413,132
56555,132
505154,132
1,131
986,131
135531,131
21632,131
76559,131
104790,131
6819,131
616443,131
373674,131
95382,131
851273,131
846273,130
2985303,130
3594,130
85821,130
201952,130
23070,130
20336,130
106261,130
90025,130
1384652,130
59541,130
241631,130
991788,130
49376,129
427332,129
1782,129
2424,129
4766,129
642706,129
743382,129
1219006,129
184773,129
405143,129
1194415,129
457352,129
305,128
149045,128
298389,128
328397,128
37759,128
398242,128
21475,128
152602,128
87796,128
383904,128
9236,128
305189,128
59501,128
174375,128
149341,128
160378,128
127893,128
390278,128
161922,128
15031,128
130929,128
98607,127
338,127
50776,127
134830,127
513413,127
1529630,127
546661,127
1267661,127
400056,127
1679310,127
234322,127
700663,127
370305,127
9859,127
10320,127
273200,127
257942,127
62192,127
129164,127
45773,127
264052,127
557219,126
1491895,126
101361,126
2138,126
1182982,126
3603,126
1069068,126
218589,126
989121,126
418029,126
124069,126
42346,126
403671,126
1095616,126
392044,126
97572,126
493,125
885318,125
658,125
1311500,125
83109,125
1737,125
248521,125
184600,125
183528,125
672,125
610569,125
957768,125
663447,125
501696,125
18255,125
142434,125
